# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Apr  1 18:53:37 2026
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-1522 b,Kepler-1522,0,1,1,1.84789218000,0.00000206000,-0.00000206000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5676.14,33.51,-33.51,0,1.149230,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m22.38s,289.8432347,+52d04m12.75s,52.0702094,814.12500000,11.01000000,-11.01000000,14.1963000,0.0002430,-0.0002430
Kepler-1522 b,Kepler-1522,1,1,1,1.84788917100,0.00000272200,-0.00000272200,0,,,,,1.73000000,0.23000000,-0.14000000,0,0.15434026,0.02051923,-0.01248996,0,,,,,,,,,,,,,,,,,,5706.00,131.97,-100.71,0,0.930000,0.121000,-0.071000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m22.38s,289.8432347,+52d04m12.75s,52.0702094,814.12500000,11.01000000,-11.01000000,14.1963000,0.0002430,-0.0002430
Kepler-1523 b,Kepler-1523,0,1,1,0.93874632780,0.00000149940,-0.00000149940,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5472.95,128.87,-128.87,0,0.992517,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m12.98s,296.0540705,+45d49m37.36s,45.8270447,865.59600000,17.89100000,-17.89100000,14.8369000,0.0003230,-0.0003230
Kepler-1523 b,Kepler-1523,1,1,1,0.93875077000,0.00000116300,-0.00000116300,0,,,,,1.58000000,0.27000000,-0.15000000,0,0.14095816,0.02408779,-0.01338210,0,,,,,,,,,,,,,,,,,,5708.00,150.00,-158.59,0,0.960000,0.161000,-0.089000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m12.98s,296.0540705,+45d49m37.36s,45.8270447,865.59600000,17.89100000,-17.89100000,14.8369000,0.0003230,-0.0003230
Kepler-1523 b,Kepler-1523,0,1,1,0.93875077000,0.00000116300,-0.00000116300,0,0.0189000000,,,0,1.55000000,0.64000000,-0.13000000,0,0.13828198,0.05709707,-0.01159784,0,,,,,,,,,,0.000000,,,0,1796.00,,,0,5825.00,157.00,-180.00,0,0.923000,0.382000,-0.074000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m12.98s,296.0540705,+45d49m37.36s,45.8270447,865.59600000,17.89100000,-17.89100000,14.8369000,0.0003230,-0.0003230
Kepler-1523 b,Kepler-1523,0,1,1,0.93875077000,0.00000116300,-0.00000116300,0,0.0189000000,,,0,1.55000000,0.64000000,-0.13000000,0,0.13828198,0.05709707,-0.01159784,0,,,,,,,,,,0.000000,,,0,1796.00,,,0,5825.00,157.00,-180.00,0,0.923000,0.382000,-0.074000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m12.98s,296.0540705,+45d49m37.36s,45.8270447,865.59600000,17.89100000,-17.89100000,14.8369000,0.0003230,-0.0003230
Kepler-1523 b,Kepler-1523,0,1,1,0.93875077000,0.00000116300,-0.00000116300,0,0.0186700000,0.0001800000,-0.0001800000,0,1.54500000,0.06600000,-0.06600000,0,0.13783591,0.00588814,-0.00588814,0,,,,,,,,,,,,,,,,,,5568.00,60.00,-60.00,0,0.921000,0.030000,-0.029000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m12.98s,296.0540705,+45d49m37.36s,45.8270447,865.59600000,17.89100000,-17.89100000,14.8369000,0.0003230,-0.0003230
Kepler-1523 b,Kepler-1523,0,1,1,0.93875077000,0.00000116300,-0.00000116300,0,0.0189000000,,,0,1.55000000,0.64000000,-0.13000000,0,0.13828198,0.05709707,-0.01159784,0,,,,,,,,,,0.000000,,,0,1796.00,,,0,5825.00,157.00,-180.00,0,0.923000,0.382000,-0.074000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m12.98s,296.0540705,+45d49m37.36s,45.8270447,865.59600000,17.89100000,-17.89100000,14.8369000,0.0003230,-0.0003230
Kepler-1523 b,Kepler-1523,0,1,1,0.93875022100,0.00000115500,-0.00000115500,0,0.0185000000,,,0,1.46000000,0.19000000,-0.06000000,0,0.13025270,0.01695069,-0.00535285,0,,,,,,,,,,0.000000,,,0,1676.00,,,0,5497.00,74.00,-82.00,0,0.886000,0.112000,-0.042000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m12.98s,296.0540705,+45d49m37.36s,45.8270447,865.59600000,17.89100000,-17.89100000,14.8369000,0.0003230,-0.0003230
Kepler-1523 b,Kepler-1523,0,1,1,,,,,,,,,1.55100000,0.09100000,-0.07600000,0,0.13837095,0.00811848,-0.00678027,0,,,,,,,,,,,,,,,,,,5568.00,111.00,-111.00,0,0.938000,0.045000,-0.043000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m12.98s,296.0540705,+45d49m37.36s,45.8270447,865.59600000,17.89100000,-17.89100000,14.8369000,0.0003230,-0.0003230
Kepler-1523 b,Kepler-1523,0,1,1,0.93875022100,0.00000115500,-0.00000115500,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,5472.95,128.87,-128.87,0,0.992517,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m12.98s,296.0540705,+45d49m37.36s,45.8270447,865.59600000,17.89100000,-17.89100000,14.8369000,0.0003230,-0.0003230
Kepler-1524 b,Kepler-1524,0,1,1,70.96746030000,0.00017230000,-0.00017230000,0,0.3212000000,,,0,2.86000000,1.02000000,-0.43000000,0,0.25515255,0.09099846,-0.03836210,0,,,,,,,,,,0.000000,,,0,460.00,,,0,5900.00,155.00,-151.00,0,1.002000,0.358000,-0.149000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m32.49s,293.8853557,+39d31m11.41s,39.5198348,381.77300000,3.34400000,-3.28800000,12.7003000,0.0002940,-0.0002940
Kepler-1524 b,Kepler-1524,0,1,1,70.96746030000,0.00017230000,-0.00017230000,0,0.3212000000,,,0,2.86000000,1.02000000,-0.43000000,0,0.25515255,0.09099846,-0.03836210,0,,,,,,,,,,0.000000,,,0,460.00,,,0,5900.00,155.00,-151.00,0,1.002000,0.358000,-0.149000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m32.49s,293.8853557,+39d31m11.41s,39.5198348,381.77300000,3.34400000,-3.28800000,12.7003000,0.0002940,-0.0002940
Kepler-1524 b,Kepler-1524,1,1,1,70.96746030000,0.00017230000,-0.00017230000,0,,,,,3.54000000,1.47000000,-0.54000000,0,0.31581765,0.13114462,-0.04817557,0,,,,,,,,,,,,,,,,,,6179.00,148.99,-210.53,0,1.250000,0.520000,-0.191000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m32.49s,293.8853557,+39d31m11.41s,39.5198348,381.77300000,3.34400000,-3.28800000,12.7003000,0.0002940,-0.0002940
Kepler-1524 b,Kepler-1524,0,1,1,,,,,,,,,2.79200000,0.26300000,-0.14600000,0,0.24908556,0.02346329,-0.01302525,0,,,,,,,,,,,,,,,,,,5824.00,116.00,-116.00,0,0.970000,0.041000,-0.039000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m32.49s,293.8853557,+39d31m11.41s,39.5198348,381.77300000,3.34400000,-3.28800000,12.7003000,0.0002940,-0.0002940
Kepler-1524 b,Kepler-1524,0,1,1,70.96709728170,0.00009994770,-0.00009994770,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5797.81,104.61,-120.41,0,0.983879,0.053495,-0.034304,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m32.49s,293.8853557,+39d31m11.41s,39.5198348,381.77300000,3.34400000,-3.28800000,12.7003000,0.0002940,-0.0002940
Kepler-1524 b,Kepler-1524,0,1,1,70.96746030000,0.00017230000,-0.00017230000,0,0.3212000000,,,0,2.86000000,1.02000000,-0.43000000,0,0.25515255,0.09099846,-0.03836210,0,,,,,,,,,,0.000000,,,0,460.00,,,0,5900.00,155.00,-151.00,0,1.002000,0.358000,-0.149000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m32.49s,293.8853557,+39d31m11.41s,39.5198348,381.77300000,3.34400000,-3.28800000,12.7003000,0.0002940,-0.0002940
Kepler-1524 b,Kepler-1524,0,1,1,70.96720870000,0.00018470000,-0.00018470000,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,5797.81,104.61,-120.41,0,0.983879,0.053495,-0.034304,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m32.49s,293.8853557,+39d31m11.41s,39.5198348,381.77300000,3.34400000,-3.28800000,12.7003000,0.0002940,-0.0002940
Kepler-1524 b,Kepler-1524,0,1,1,70.96720870000,0.00018470000,-0.00018470000,0,0.3392000000,,,0,2.84000000,0.42000000,-0.15000000,0,0.25336827,0.03746995,-0.01338213,0,,,,,,,,,,0.000000,,,0,438.00,,,0,5818.00,78.00,-78.00,0,0.986000,0.148000,-0.053000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m32.49s,293.8853557,+39d31m11.41s,39.5198348,381.77300000,3.34400000,-3.28800000,12.7003000,0.0002940,-0.0002940
Kepler-1525 b,Kepler-1525,0,1,1,2.41660118300,0.00000527500,-0.00000527500,0,0.0354000000,,,0,0.84000000,0.33000000,-0.07000000,0,0.07493991,0.02944068,-0.00624499,0,,,,,,,,,,0.000000,,,0,1309.00,,,0,5812.00,147.00,-168.00,0,0.923000,0.356000,-0.075000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m14.27s,290.5594479,+49d56m34.31s,49.9428629,382.98900000,3.11100000,-3.06300000,12.6919000,0.0001670,-0.0001670
Kepler-1525 b,Kepler-1525,0,1,1,2.41660118300,0.00000527500,-0.00000527500,0,0.0354000000,,,0,0.84000000,0.33000000,-0.07000000,0,0.07493991,0.02944068,-0.00624499,0,,,,,,,,,,0.000000,,,0,1309.00,,,0,5812.00,147.00,-168.00,0,0.923000,0.356000,-0.075000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m14.27s,290.5594479,+49d56m34.31s,49.9428629,382.98900000,3.11100000,-3.06300000,12.6919000,0.0001670,-0.0001670
Kepler-1525 b,Kepler-1525,1,1,1,2.41660118300,0.00000527500,-0.00000527500,0,,,,,0.91000000,0.06000000,-0.04000000,0,0.08118476,0.00535284,-0.00356856,0,,,,,,,,,,,,,,,,,,5748.00,70.33,-66.29,0,1.040000,0.055000,-0.042000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m14.27s,290.5594479,+49d56m34.31s,49.9428629,382.98900000,3.11100000,-3.06300000,12.6919000,0.0001670,-0.0001670
Kepler-1525 b,Kepler-1525,0,1,1,,,,,,,,,0.92200000,0.05000000,-0.04500000,0,0.08225533,0.00446070,-0.00401463,0,,,,,,,,,,,,,,,,,,5605.00,112.00,-112.00,0,1.022000,0.044000,-0.042000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m14.27s,290.5594479,+49d56m34.31s,49.9428629,382.98900000,3.11100000,-3.06300000,12.6919000,0.0001670,-0.0001670
Kepler-1525 b,Kepler-1525,0,1,1,2.41660118300,0.00000527500,-0.00000527500,0,0.0354000000,,,0,0.84000000,0.33000000,-0.07000000,0,0.07493991,0.02944068,-0.00624499,0,,,,,,,,,,0.000000,,,0,1309.00,,,0,5812.00,147.00,-168.00,0,0.923000,0.356000,-0.075000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m14.27s,290.5594479,+49d56m34.31s,49.9428629,382.98900000,3.11100000,-3.06300000,12.6919000,0.0001670,-0.0001670
Kepler-1525 b,Kepler-1525,0,1,1,2.41659832660,0.00000670270,-0.00000670270,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5581.31,113.65,-99.73,0,1.055800,0.052488,-0.042346,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m14.27s,290.5594479,+49d56m34.31s,49.9428629,382.98900000,3.11100000,-3.06300000,12.6919000,0.0001670,-0.0001670
Kepler-1525 b,Kepler-1525,0,1,1,2.41660149000,0.00000523000,-0.00000523000,0,0.0360000000,,,0,0.92000000,0.15000000,-0.06000000,0,0.08207704,0.01338213,-0.00535285,0,,,,,,,,,,0.000000,,,0,1343.00,,,0,5705.00,103.00,-125.00,0,1.026000,0.159000,-0.068000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m14.27s,290.5594479,+49d56m34.31s,49.9428629,382.98900000,3.11100000,-3.06300000,12.6919000,0.0001670,-0.0001670
Kepler-1525 b,Kepler-1525,0,1,1,2.41660118300,0.00000527500,-0.00000527500,0,0.0355700000,0.0003800000,-0.0003800000,0,0.92800000,0.03400000,-0.03400000,0,0.08279076,0.00303328,-0.00303328,0,,,,,,,,,,,,,,,,,,5605.00,60.00,-60.00,0,1.016000,0.027000,-0.026000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m14.27s,290.5594479,+49d56m34.31s,49.9428629,382.98900000,3.11100000,-3.06300000,12.6919000,0.0001670,-0.0001670
Kepler-1525 b,Kepler-1525,0,1,1,2.41660149000,0.00000523000,-0.00000523000,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,5581.31,113.65,-99.73,0,1.055800,0.052488,-0.042346,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m14.27s,290.5594479,+49d56m34.31s,49.9428629,382.98900000,3.11100000,-3.06300000,12.6919000,0.0001670,-0.0001670
Kepler-1526 b,Kepler-1526,0,1,1,3.90863200500,0.00000739700,-0.00000739700,0,0.0418000000,,,0,2.31000000,0.19000000,-0.23000000,0,0.20608475,0.01695069,-0.02051926,0,,,,,,,,,,0.000000,,,0,788.00,,,0,4518.00,133.00,-130.00,0,0.653000,0.054000,-0.065000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m28.73s,285.1197266,+38d51m59.26s,38.8664618,555.57400000,10.39800000,-10.02800000,15.6551000,0.0005120,-0.0005120
Kepler-1526 b,Kepler-1526,0,1,1,3.90864269560,0.00000819180,-0.00000819180,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4549.00,122.00,-122.00,0,0.713621,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m28.73s,285.1197266,+38d51m59.26s,38.8664618,555.57400000,10.39800000,-10.02800000,15.6551000,0.0005120,-0.0005120
Kepler-1526 b,Kepler-1526,0,1,1,,,,,,,,,1.93900000,0.17000000,-0.14200000,0,0.17298599,0.01516638,-0.01266839,0,,,,,,,,,,,,,,,,,,4515.00,158.00,-158.00,0,0.681000,0.053000,-0.048000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m28.73s,285.1197266,+38d51m59.26s,38.8664618,555.57400000,10.39800000,-10.02800000,15.6551000,0.0005120,-0.0005120
Kepler-1526 b,Kepler-1526,0,1,1,3.90863200500,0.00000739700,-0.00000739700,0,0.0418000000,,,0,2.31000000,0.19000000,-0.23000000,0,0.20608475,0.01695069,-0.02051926,0,,,,,,,,,,0.000000,,,0,788.00,,,0,4518.00,133.00,-130.00,0,0.653000,0.054000,-0.065000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m28.73s,285.1197266,+38d51m59.26s,38.8664618,555.57400000,10.39800000,-10.02800000,15.6551000,0.0005120,-0.0005120
Kepler-1526 b,Kepler-1526,0,1,1,3.90863200500,0.00000739700,-0.00000739700,0,0.0418000000,,,0,2.31000000,0.19000000,-0.23000000,0,0.20608475,0.01695069,-0.02051926,0,,,,,,,,,,0.000000,,,0,788.00,,,0,4518.00,133.00,-130.00,0,0.653000,0.054000,-0.065000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m28.73s,285.1197266,+38d51m59.26s,38.8664618,555.57400000,10.39800000,-10.02800000,15.6551000,0.0005120,-0.0005120
Kepler-1526 b,Kepler-1526,1,1,1,3.90863200500,0.00000739700,-0.00000739700,0,,,,,2.43000000,0.09000000,-0.39000000,0,0.21679008,0.00802926,-0.03479347,0,,,,,,,,,,,,,,,,,,4601.00,88.57,-73.91,0,0.690000,0.026000,-0.032000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m28.73s,285.1197266,+38d51m59.26s,38.8664618,555.57400000,10.39800000,-10.02800000,15.6551000,0.0005120,-0.0005120
Kepler-1526 b,Kepler-1526,0,1,1,3.90864059000,0.00000232000,-0.00000232000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4549.00,122.00,-122.00,0,0.713621,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m28.73s,285.1197266,+38d51m59.26s,38.8664618,555.57400000,10.39800000,-10.02800000,15.6551000,0.0005120,-0.0005120
Kepler-1526 b,Kepler-1526,0,1,1,3.90863457000,0.00000724800,-0.00000724800,0,0.0418000000,,,0,1.86000000,0.13000000,-0.18000000,0,0.16593837,0.01159784,-0.01605855,0,,,,,,,,,,0.000000,,,0,787.00,,,0,4518.00,121.00,-134.00,0,0.653000,0.046000,-0.063000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m28.73s,285.1197266,+38d51m59.26s,38.8664618,555.57400000,10.39800000,-10.02800000,15.6551000,0.0005120,-0.0005120
Kepler-1526 b,Kepler-1526,0,1,1,3.90863457000,0.00000724800,-0.00000724800,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,4549.00,122.00,-122.00,0,0.713621,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m28.73s,285.1197266,+38d51m59.26s,38.8664618,555.57400000,10.39800000,-10.02800000,15.6551000,0.0005120,-0.0005120
Kepler-1527 b,Kepler-1527,0,1,1,160.13146407000,0.00001618000,-0.00001618000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5919.00,122.00,-122.00,0,1.656790,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m39.47s,297.4144457,+46d03m38.91s,46.0608077,1842.13000000,105.56000000,-94.90000000,15.0782000,0.0003530,-0.0003530
Kepler-1527 b,Kepler-1527,0,1,1,160.12991800000,0.00174200000,-0.00174200000,0,0.5756000000,,,0,3.26000000,1.34000000,-0.29000000,0,0.29083822,0.11954700,-0.02587211,0,,,,,,,,,,0.000000,,,0,338.00,,,0,6075.00,160.00,-195.00,0,0.916000,0.378000,-0.080000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m39.47s,297.4144457,+46d03m38.91s,46.0608077,1842.13000000,105.56000000,-94.90000000,15.0782000,0.0003530,-0.0003530
Kepler-1527 b,Kepler-1527,0,1,1,160.13181518700,0.00055810310,-0.00055810310,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5919.00,122.00,-122.00,0,1.656790,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m39.47s,297.4144457,+46d03m38.91s,46.0608077,1842.13000000,105.56000000,-94.90000000,15.0782000,0.0003530,-0.0003530
Kepler-1527 b,Kepler-1527,0,1,1,160.13089900000,0.00172000000,-0.00172000000,0,0.6276000000,,,0,6.67000000,1.19000000,-1.47000000,0,0.59505857,0.10616487,-0.13114484,0,,,,,,,,,,0.000000,,,0,450.00,,,0,6092.00,79.00,-85.00,0,1.759000,0.316000,-0.386000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m39.47s,297.4144457,+46d03m38.91s,46.0608077,1842.13000000,105.56000000,-94.90000000,15.0782000,0.0003530,-0.0003530
